=== Session 2026-05-30 12:21:21 | loaded: C:\torcs\torcs\torcs-ibm-dev\gym_torcs\new\models\episodes\ep_000000 | next: ep_000001 ===
Ep ep_000088.2 | Time 0:11.63 | Steps   602 | Reward   25895.7 | Avg(10)   73959.1 | Dist     10m (  0.3%) | Buf   1.6% | Total  133378 | End: off_track
Ep ep_000089.2 | Time 0:11.89 | Steps   615 | Reward   26548.4 | Avg(10)   66057.3 | Dist     10m (  0.3%) | Buf   1.7% | Total  133993 | End: off_track
Ep ep_000090.2 | Time 0:25.38 | Steps  1247 | Reward   58140.6 | Avg(10)   64926.4 | Dist    329m ( 10.3%) | Buf   1.9% | Total  135240 | End: off_track
Ep ep_000091.2 | Time 0:26.55 | Steps  1300 | Reward   60761.2 | Avg(10)   64405.7 | Dist    335m ( 10.5%) | Buf   2.2% | Total  136540 | End: off_track
Ep ep_000092.2 | Time 0:59.57 | Steps  2926 | Reward  141859.0 | Avg(10)   73011.6 | Dist   1240m ( 38.8%) | Buf   2.8% | Total  139466 | End: off_track
Ep ep_000093.2 | Time 0:02.58 | Steps   174 | Reward    4134.1 | Avg(10)   66123.9 | Dist     10m (  0.3%) | Buf   2.8% | Total  139640 | End: damage
Ep ep_000094.2 | Time 0:02.93 | Steps   190 | Reward    5211.4 | Avg(10)   58621.2 | Dist     10m (  0.3%) | Buf   2.9% | Total  139830 | End: damage
Ep ep_000095.2 | Time 0:02.64 | Steps   177 | Reward    4327.5 | Avg(10)   39042.2 | Dist     10m (  0.3%) | Buf   2.9% | Total  140007 | End: damage
Ep ep_000096.2 | Time 1:11.47 | Steps  3487 | Reward  170143.0 | Avg(10)   52809.8 | Dist   1740m ( 54.4%) | Buf   3.6% | Total  143494 | End: off_track
Ep ep_000097.2 | Time 0:02.67 | Steps   178 | Reward    4644.3 | Avg(10)   50166.5 | Dist     10m (  0.3%) | Buf   3.6% | Total  143672 | End: damage
Ep ep_000098.2 | Time 0:02.45 | Steps   168 | Reward    3880.1 | Avg(10)   47965.0 | Dist     10m (  0.3%) | Buf   3.7% | Total  143840 | End: damage
Ep ep_000099.2 | Time 0:15.85 | Steps   813 | Reward   33892.3 | Avg(10)   48699.4 | Dist     10m (  0.3%) | Buf   3.8% | Total  144653 | End: too_slow
Ep ep_000100.2 | Time 1:19.72 | Steps  3862 | Reward  180156.5 | Avg(10)   60900.9 | Dist   1724m ( 53.9%) | Buf   4.6% | Total  148515 | End: off_track
  [ai-swap] loaded models/episodes/ep_000085.2 | new branch=3 | next=ep_000086.3
Ep ep_000086.3 | Time 0:16.69 | Steps   852 | Reward   38403.7 | Avg(10)   38403.7 | Dist     37m (  1.2%) | Buf   0.2% | Total  149367 | End: off_track
Ep ep_000087.3 | Time 0:35.37 | Steps  1716 | Reward   81583.1 | Avg(10)   59993.4 | Dist    488m ( 15.2%) | Buf   0.5% | Total  151083 | End: off_track
Ep ep_000088.3 | Time 0:55.35 | Steps  2715 | Reward  131289.6 | Avg(10)   83758.8 | Dist   1222m ( 38.2%) | Buf   1.1% | Total  153798 | End: off_track
Ep ep_000089.3 | Time 0:13.31 | Steps   686 | Reward   30076.7 | Avg(10)   70338.3 | Dist     10m (  0.3%) | Buf   1.2% | Total  154484 | End: off_track
Ep ep_000090.3 | Time 0:32.57 | Steps  1576 | Reward   68102.4 | Avg(10)   69891.1 | Dist    244m (  7.6%) | Buf   1.5% | Total  156060 | End: off_track
Ep ep_000091.3 | Time 2:08.27 | Steps  6070 | Reward  290890.7 | Avg(10)  106724.4 | Dist   2414m ( 75.4%) | Buf   2.7% | Total  162130 | End: off_track
Ep ep_000092.3 | Time 0:03.02 | Steps   194 | Reward    5014.6 | Avg(10)   92194.4 | Dist     10m (  0.3%) | Buf   2.8% | Total  162324 | End: damage
Ep ep_000093.3 | Time 0:02.86 | Steps   187 | Reward    4651.1 | Avg(10)   81251.5 | Dist     10m (  0.3%) | Buf   2.8% | Total  162511 | End: damage
Ep ep_000094.3 | Time 0:02.01 | Steps   148 | Reward    2368.2 | Avg(10)   72486.7 | Dist     10m (  0.3%) | Buf   2.8% | Total  162659 | End: damage
Ep ep_000095.3 | Time 0:02.67 | Steps   178 | Reward    4679.6 | Avg(10)   65706.0 | Dist     10m (  0.3%) | Buf   2.9% | Total  162837 | End: damage
Ep ep_000096.3 | Time 0:02.14 | Steps   154 | Reward    2471.5 | Avg(10)   62112.8 | Dist     10m (  0.3%) | Buf   2.9% | Total  162991 | End: damage
Ep ep_000097.3 | Time 1:20.90 | Steps  3916 | Reward  181116.4 | Avg(10)   72066.1 | Dist   1624m ( 50.8%) | Buf   3.7% | Total  166907 | End: off_track
Ep ep_000098.3 | Time 0:34.51 | Steps  1673 | Reward   68109.0 | Avg(10)   65748.0 | Dist    293m (  9.1%) | Buf   4.0% | Total  168580 | End: off_track
Ep ep_000099.3 | Time 0:02.25 | Steps   159 | Reward    3184.1 | Avg(10)   63058.8 | Dist     10m (  0.3%) | Buf   4.0% | Total  168739 | End: damage
Ep ep_000100.3 | Time 0:02.56 | Steps   173 | Reward    4509.4 | Avg(10)   56699.5 | Dist     10m (  0.3%) | Buf   4.1% | Total  168912 | End: damage
Ep ep_000101.3 | Time 0:02.78 | Steps   183 | Reward    4438.9 | Avg(10)   28054.3 | Dist     10m (  0.3%) | Buf   4.1% | Total  169095 | End: damage
Ep ep_000102.3 | Time 0:34.81 | Steps  1688 | Reward   66029.7 | Avg(10)   34155.8 | Dist    267m (  8.3%) | Buf   4.5% | Total  170783 | End: off_track
Ep ep_000103.3 | Time 0:02.82 | Steps   185 | Reward    4378.7 | Avg(10)   34128.6 | Dist     10m (  0.3%) | Buf   4.5% | Total  170968 | End: damage
Ep ep_000104.3 | Time 0:02.25 | Steps   159 | Reward    2915.8 | Avg(10)   34183.3 | Dist     10m (  0.3%) | Buf   4.5% | Total  171127 | End: damage
Ep ep_000105.3 | Time 0:02.20 | Steps   157 | Reward    2724.7 | Avg(10)   33987.8 | Dist     10m (  0.3%) | Buf   4.6% | Total  171284 | End: damage
Ep ep_000106.3 | Time 0:02.38 | Steps   165 | Reward    2760.8 | Avg(10)   34016.7 | Dist     10m (  0.3%) | Buf   4.6% | Total  171449 | End: damage
Ep ep_000107.3 | Time 0:02.18 | Steps   156 | Reward    2957.3 | Avg(10)   16200.8 | Dist     10m (  0.3%) | Buf   4.6% | Total  171605 | End: damage
Ep ep_000108.3 | Time 0:02.18 | Steps   156 | Reward    2683.0 | Avg(10)    9658.2 | Dist     10m (  0.3%) | Buf   4.6% | Total  171761 | End: damage
Ep ep_000109.3 | Time 0:36.17 | Steps  1756 | Reward   70462.8 | Avg(10)   16386.1 | Dist    314m (  9.8%) | Buf   5.0% | Total  173517 | End: off_track
Ep ep_000110.3 | Time 0:02.20 | Steps   157 | Reward    3014.4 | Avg(10)   16236.6 | Dist     10m (  0.3%) | Buf   5.0% | Total  173674 | End: damage
Ep ep_000111.3 | Time 0:02.73 | Steps   181 | Reward    4436.7 | Avg(10)   16236.4 | Dist     10m (  0.3%) | Buf   5.1% | Total  173855 | End: damage
  [ai-swap] loaded models/episodes/ep_000091.3 | new branch=4 | next=ep_000092.4
Ep ep_000092.4 | Time 0:02.82 | Steps   185 | Reward    4777.4 | Avg(10)    4777.4 | Dist     10m (  0.3%) | Buf   0.0% | Total  174040 | End: damage
Ep ep_000093.4 | Time 0:03.28 | Steps   206 | Reward    5140.1 | Avg(10)    4958.7 | Dist     10m (  0.3%) | Buf   0.1% | Total  174246 | End: damage
Ep ep_000094.4 | Time 0:37.63 | Steps  1829 | Reward   83937.9 | Avg(10)   31285.1 | Dist    379m ( 11.8%) | Buf   0.4% | Total  176075 | End: too_slow
Ep ep_000095.4 | Time 1:27.94 | Steps  4236 | Reward  161874.0 | Avg(10)   63932.3 | Dist    937m ( 29.3%) | Buf   1.3% | Total  180311 | End: off_track
Ep ep_000096.4 | Time 1:50.21 | Steps  5248 | Reward  185862.1 | Avg(10)   88318.3 | Dist   1311m ( 41.0%) | Buf   2.3% | Total  185559 | End: too_slow
Ep ep_000097.4 | Time 0:32.25 | Steps  1560 | Reward   73384.0 | Avg(10)   85829.2 | Dist    265m (  8.3%) | Buf   2.7% | Total  187119 | End: off_track
Ep ep_000098.4 | Time 0:33.65 | Steps  1630 | Reward   76973.1 | Avg(10)   84564.1 | Dist    327m ( 10.2%) | Buf   3.0% | Total  188749 | End: off_track
Ep ep_000099.4 | Time 0:33.45 | Steps  1620 | Reward   76578.6 | Avg(10)   83565.9 | Dist    329m ( 10.3%) | Buf   3.3% | Total  190369 | End: off_track
Ep ep_000100.4 | Time 0:32.65 | Steps  1580 | Reward   74585.0 | Avg(10)   82568.0 | Dist    333m ( 10.4%) | Buf   3.6% | Total  191949 | End: off_track
Ep ep_000101.4 | Time 0:31.83 | Steps  1540 | Reward   72565.4 | Avg(10)   81567.8 | Dist    336m ( 10.5%) | Buf   3.9% | Total  193489 | End: off_track
Ep ep_000102.4 | Time 0:31.59 | Steps  1529 | Reward   72064.8 | Avg(10)   88296.5 | Dist    340m ( 10.6%) | Buf   4.2% | Total  195018 | End: off_track
Ep ep_000103.4 | Time 1:22.80 | Steps  4002 | Reward  195703.1 | Avg(10)  107352.8 | Dist   1722m ( 53.8%) | Buf   5.0% | Total  199020 | End: off_track
Ep ep_000104.4 | Time 1:35.95 | Steps  4600 | Reward  222239.6 | Avg(10)  121183.0 | Dist   2150m ( 67.2%) | Buf   6.0% | Total  203620 | End: off_track
Ep ep_000105.4 | Time 1:11.58 | Steps  3492 | Reward  163896.1 | Avg(10)  121385.2 | Dist   1247m ( 39.0%) | Buf   6.7% | Total  207112 | End: off_track
Ep ep_000106.4 | Time 1:11.29 | Steps  3479 | Reward  163519.9 | Avg(10)  119151.0 | Dist   1243m ( 38.8%) | Buf   7.3% | Total  210591 | End: off_track
Ep ep_000107.4 | Time 1:12.61 | Steps  3539 | Reward  172441.0 | Avg(10)  129056.7 | Dist   1636m ( 51.1%) | Buf   8.1% | Total  214130 | End: off_track
Ep ep_000108.4 | Time 1:16.86 | Steps  3732 | Reward  181558.1 | Avg(10)  139515.2 | Dist   1726m ( 53.9%) | Buf   8.8% | Total  217862 | End: off_track
Ep ep_000109.4 | Time 1:25.30 | Steps  4116 | Reward  201309.5 | Avg(10)  151988.3 | Dist   2066m ( 64.6%) | Buf   9.6% | Total  221978 | End: off_track
Ep ep_000110.4 | Time 0:28.46 | Steps  1387 | Reward   64834.9 | Avg(10)  151013.2 | Dist    386m ( 12.1%) | Buf   9.9% | Total  223365 | End: off_track
Ep ep_000111.4 | Time 1:26.29 | Steps  4161 | Reward  203438.3 | Avg(10)  164100.5 | Dist   2073m ( 64.8%) | Buf  10.7% | Total  227526 | End: off_track
Ep ep_000112.4 | Time 1:25.96 | Steps  4146 | Reward  202379.0 | Avg(10)  177131.9 | Dist   2080m ( 65.0%) | Buf  11.6% | Total  231672 | End: off_track
Ep ep_000113.4 | Time 1:27.39 | Steps  4211 | Reward  205500.2 | Avg(10)  178111.7 | Dist   2080m ( 65.0%) | Buf  12.4% | Total  235883 | End: off_track
Ep ep_000114.4 | Time 1:28.80 | Steps  4275 | Reward  208694.9 | Avg(10)  176757.2 | Dist   2080m ( 65.0%) | Buf  13.3% | Total  240158 | End: off_track
Ep ep_000115.4 | Time 0:35.77 | Steps  1736 | Reward   75850.2 | Avg(10)  167952.6 | Dist    440m ( 13.7%) | Buf  13.6% | Total  241894 | End: off_track
Ep ep_000116.4 | Time 1:28.36 | Steps  4255 | Reward  207684.8 | Avg(10)  172369.1 | Dist   2078m ( 64.9%) | Buf  14.5% | Total  246149 | End: off_track
Ep ep_000117.4 | Time 0:31.61 | Steps  1530 | Reward   72114.9 | Avg(10)  162336.5 | Dist    454m ( 14.2%) | Buf  14.8% | Total  247679 | End: off_track
Ep ep_000118.4 | Time 1:27.24 | Steps  4204 | Reward  205296.0 | Avg(10)  164710.3 | Dist   2069m ( 64.7%) | Buf  15.6% | Total  251883 | End: off_track
Ep ep_000119.4 | Time 1:19.56 | Steps  3855 | Reward  177891.2 | Avg(10)  162368.4 | Dist   1565m ( 48.9%) | Buf  16.4% | Total  255738 | End: off_track
Ep ep_000120.4 | Time 1:21.41 | Steps  3939 | Reward  177527.9 | Avg(10)  173637.7 | Dist   1562m ( 48.8%) | Buf  17.2% | Total  259677 | End: off_track
Ep ep_000121.4 | Time 1:13.86 | Steps  3596 | Reward  175256.1 | Avg(10)  170819.5 | Dist   1564m ( 48.9%) | Buf  17.9% | Total  263273 | End: off_track
Ep ep_000122.4 | Time 1:14.39 | Steps  3620 | Reward  176641.1 | Avg(10)  168245.7 | Dist   1567m ( 49.0%) | Buf  18.6% | Total  266893 | End: off_track
Ep ep_000123.4 | Time 1:31.29 | Steps  4388 | Reward  213963.7 | Avg(10)  169092.1 | Dist   2074m ( 64.8%) | Buf  19.5% | Total  271281 | End: off_track
Ep ep_000124.4 | Time 1:28.78 | Steps  4274 | Reward  209479.6 | Avg(10)  169170.6 | Dist   2070m ( 64.7%) | Buf  20.3% | Total  275555 | End: off_track
Ep ep_000125.4 | Time 1:31.05 | Steps  4377 | Reward  213692.0 | Avg(10)  182954.7 | Dist   2065m ( 64.5%) | Buf  21.2% | Total  279932 | End: off_track
Ep ep_000126.4 | Time 1:31.40 | Steps  4393 | Reward  214439.7 | Avg(10)  183630.2 | Dist   2071m ( 64.7%) | Buf  22.1% | Total  284325 | End: off_track
Ep ep_000127.4 | Time 1:12.52 | Steps  3535 | Reward  172509.2 | Avg(10)  193669.7 | Dist   1567m ( 49.0%) | Buf  22.8% | Total  287860 | End: off_track
Ep ep_000128.4 | Time 1:30.67 | Steps  4360 | Reward  212741.2 | Avg(10)  194414.2 | Dist   2073m ( 64.8%) | Buf  23.7% | Total  292220 | End: off_track
Ep ep_000129.4 | Time 1:31.60 | Steps  4402 | Reward  215129.1 | Avg(10)  198138.0 | Dist   2070m ( 64.7%) | Buf  24.6% | Total  296622 | End: off_track
Ep ep_000130.4 | Time 1:32.83 | Steps  4458 | Reward  217563.3 | Avg(10)  202141.5 | Dist   2075m ( 64.9%) | Buf  25.4% | Total  301080 | End: off_track
Ep ep_000131.4 | Time 1:35.49 | Steps  4579 | Reward  223927.4 | Avg(10)  207008.6 | Dist   2082m ( 65.1%) | Buf  26.4% | Total  305659 | End: off_track
Ep ep_000132.4 | Time 1:48.76 | Steps  5182 | Reward  242336.1 | Avg(10)  213578.1 | Dist   2183m ( 68.2%) | Buf  27.4% | Total  310841 | End: off_track
Ep ep_000133.4 | Time 0:30.20 | Steps  1466 | Reward   58713.9 | Avg(10)  198053.1 | Dist    155m (  4.8%) | Buf  27.7% | Total  312307 | End: off_track
Ep ep_000134.4 | Time 0:23.25 | Steps  1150 | Reward   53276.5 | Avg(10)  182432.8 | Dist    133m (  4.2%) | Buf  27.9% | Total  313457 | End: off_track
Ep ep_000135.4 | Time 0:22.96 | Steps  1137 | Reward   52515.0 | Avg(10)  166315.1 | Dist    116m (  3.6%) | Buf  28.1% | Total  314594 | End: off_track
Ep ep_000136.4 | Time 0:23.36 | Steps  1155 | Reward   53326.8 | Avg(10)  150203.9 | Dist    111m (  3.5%) | Buf  28.4% | Total  315749 | End: off_track
Ep ep_000137.4 | Time 0:12.35 | Steps   638 | Reward   27580.3 | Avg(10)  135711.0 | Dist     10m (  0.3%) | Buf  28.5% | Total  316387 | End: off_track
Ep ep_000138.4 | Time 0:22.94 | Steps  1136 | Reward   52480.7 | Avg(10)  119684.9 | Dist    115m (  3.6%) | Buf  28.7% | Total  317523 | End: off_track
Ep ep_000139.4 | Time 0:23.01 | Steps  1139 | Reward   52634.0 | Avg(10)  103435.4 | Dist    116m (  3.6%) | Buf  29.0% | Total  318662 | End: off_track
Ep ep_000140.4 | Time 0:22.59 | Steps  1120 | Reward   51790.0 | Avg(10)   86858.1 | Dist    117m (  3.6%) | Buf  29.2% | Total  319782 | End: off_track
Ep ep_000141.4 | Time 0:22.66 | Steps  1123 | Reward   51888.0 | Avg(10)   69654.1 | Dist    112m (  3.5%) | Buf  29.4% | Total  320905 | End: off_track
Ep ep_000142.4 | Time 0:22.46 | Steps  1114 | Reward   51543.1 | Avg(10)   50574.8 | Dist    119m (  3.7%) | Buf  29.6% | Total  322019 | End: off_track
Ep ep_000143.4 | Time 0:39.99 | Steps  1947 | Reward   86377.4 | Avg(10)   53341.2 | Dist    442m ( 13.8%) | Buf  30.0% | Total  323966 | End: off_track
Ep ep_000144.4 | Time 0:36.93 | Steps  1794 | Reward   78785.6 | Avg(10)   55892.1 | Dist    436m ( 13.6%) | Buf  30.4% | Total  325760 | End: off_track
Ep ep_000145.4 | Time 2:14.27 | Steps  6370 | Reward  304178.4 | Avg(10)   81058.4 | Dist   2885m ( 90.2%) | Buf  31.7% | Total  332130 | End: off_track
Ep ep_000146.4 | Time 0:36.31 | Steps  1763 | Reward   74664.6 | Avg(10)   83192.2 | Dist    442m ( 13.8%) | Buf  32.0% | Total  333893 | End: off_track
Ep ep_000147.4 | Time 1:32.37 | Steps  4437 | Reward  208926.7 | Avg(10)  101326.8 | Dist   2091m ( 65.4%) | Buf  32.9% | Total  338330 | End: off_track
  [ai-swap] loaded models/episodes/ep_000132.4 | new branch=5 | next=ep_000133.5
Ep ep_000133.5 | Time 0:24.64 | Steps  1213 | Reward   56235.5 | Avg(10)   56235.5 | Dist    108m (  3.4%) | Buf   0.2% | Total  339543 | End: off_track
Ep ep_000134.5 | Time 1:19.06 | Steps  3832 | Reward  186299.1 | Avg(10)  121267.3 | Dist   1400m ( 43.8%) | Buf   1.0% | Total  343375 | End: off_track
Ep ep_000135.5 | Time 1:06.14 | Steps  3245 | Reward  156177.6 | Avg(10)  132904.1 | Dist   1327m ( 41.5%) | Buf   1.7% | Total  346620 | End: off_track
Ep ep_000136.5 | Time 1:03.39 | Steps  3117 | Reward  151547.3 | Avg(10)  137564.9 | Dist   1328m ( 41.5%) | Buf   2.3% | Total  349737 | End: off_track
Ep ep_000137.5 | Time 0:11.43 | Steps   592 | Reward   25329.2 | Avg(10)  115117.8 | Dist     10m (  0.3%) | Buf   2.4% | Total  350329 | End: off_track
Ep ep_000138.5 | Time 1:40.73 | Steps  4817 | Reward  230735.2 | Avg(10)  134387.3 | Dist   2103m ( 65.7%) | Buf   3.4% | Total  355146 | End: off_track
Ep ep_000139.5 | Time 1:42.53 | Steps  4899 | Reward  238179.2 | Avg(10)  149214.7 | Dist   2037m ( 63.7%) | Buf   4.3% | Total  360045 | End: off_track
Ep ep_000140.5 | Time 1:44.03 | Steps  4967 | Reward  241134.5 | Avg(10)  160704.7 | Dist   2074m ( 64.8%) | Buf   5.3% | Total  365012 | End: off_track
Ep ep_000141.5 | Time 1:37.71 | Steps  4680 | Reward  226449.1 | Avg(10)  168009.6 | Dist   2078m ( 64.9%) | Buf   6.3% | Total  369692 | End: off_track
Ep ep_000142.5 | Time 1:00.99 | Steps  2997 | Reward  144145.0 | Avg(10)  165623.2 | Dist   1118m ( 34.9%) | Buf   6.9% | Total  372689 | End: off_track
Ep ep_000143.5 | Time 1:02.39 | Steps  3067 | Reward  145840.1 | Avg(10)  174583.7 | Dist   1123m ( 35.1%) | Buf   7.5% | Total  375756 | End: off_track
Ep ep_000144.5 | Time 0:19.40 | Steps   975 | Reward   43210.2 | Avg(10)  160274.8 | Dist     34m (  1.1%) | Buf   7.7% | Total  376731 | End: off_track
Ep ep_000145.5 | Time 0:18.76 | Steps   946 | Reward   42000.0 | Avg(10)  148857.0 | Dist     35m (  1.1%) | Buf   7.9% | Total  377677 | End: off_track
Ep ep_000146.5 | Time 0:20.19 | Steps  1011 | Reward   44857.1 | Avg(10)  138188.0 | Dist     40m (  1.2%) | Buf   8.1% | Total  378688 | End: off_track
Ep ep_000147.5 | Time 1:34.21 | Steps  4521 | Reward  218036.2 | Avg(10)  157458.7 | Dist   2035m ( 63.6%) | Buf   9.0% | Total  383209 | End: off_track
Ep ep_000148.5 | Time 1:31.75 | Steps  4409 | Reward  212630.7 | Avg(10)  155648.2 | Dist   2078m ( 64.9%) | Buf   9.9% | Total  387618 | End: off_track
Ep ep_000149.5 | Time 0:59.45 | Steps  2920 | Reward  140578.3 | Avg(10)  145888.1 | Dist   1141m ( 35.7%) | Buf  10.4% | Total  390538 | End: off_track
Ep ep_000150.5 | Time 0:56.65 | Steps  2780 | Reward  134260.1 | Avg(10)  135200.7 | Dist   1125m ( 35.1%) | Buf  11.0% | Total  393318 | End: off_track
  [ai-swap] loaded models/episodes/ep_000132.4 | new branch=6 | next=ep_000133.6
Ep ep_000133.6 | Time 0:22.96 | Steps  1137 | Reward   52576.0 | Avg(10)   52576.0 | Dist    108m (  3.4%) | Buf   0.2% | Total  394455 | End: off_track
Ep ep_000134.6 | Time 1:02.37 | Steps  3066 | Reward  149066.6 | Avg(10)  100821.3 | Dist   1322m ( 41.3%) | Buf   0.8% | Total  397521 | End: off_track
Ep ep_000135.6 | Time 0:55.67 | Steps  2731 | Reward  132383.4 | Avg(10)  111342.0 | Dist   1125m ( 35.1%) | Buf   1.4% | Total  400252 | End: off_track
Ep ep_000136.6 | Time 1:34.35 | Steps  4527 | Reward  215841.8 | Avg(10)  137466.9 | Dist   2099m ( 65.6%) | Buf   2.3% | Total  404779 | End: off_track
Ep ep_000137.6 | Time 0:10.49 | Steps   545 | Reward   23060.6 | Avg(10)  114585.7 | Dist     10m (  0.3%) | Buf   2.4% | Total  405324 | End: off_track
Ep ep_000138.6 | Time 0:23.01 | Steps  1139 | Reward   52579.2 | Avg(10)  104251.3 | Dist    146m (  4.6%) | Buf   2.6% | Total  406463 | End: off_track
Ep ep_000139.6 | Time 1:31.55 | Steps  4400 | Reward  209219.6 | Avg(10)  119246.7 | Dist   2000m ( 62.5%) | Buf   3.5% | Total  410863 | End: off_track
Ep ep_000140.6 | Time 0:57.47 | Steps  2821 | Reward  136881.9 | Avg(10)  121451.1 | Dist   1166m ( 36.4%) | Buf   4.1% | Total  413684 | End: off_track
Ep ep_000141.6 | Time 0:31.74 | Steps  1536 | Reward   69281.7 | Avg(10)  115654.5 | Dist    369m ( 11.5%) | Buf   4.4% | Total  415220 | End: off_track
Ep ep_000142.6 | Time 0:32.77 | Steps  1586 | Reward   72575.1 | Avg(10)  111346.6 | Dist    405m ( 12.7%) | Buf   4.7% | Total  416806 | End: off_track
Ep ep_000143.6 | Time 1:20.55 | Steps  3900 | Reward  190891.6 | Avg(10)  125178.1 | Dist   1986m ( 62.1%) | Buf   5.5% | Total  420706 | End: off_track
Ep ep_000144.6 | Time 1:07.59 | Steps  3311 | Reward  161435.4 | Avg(10)  126415.0 | Dist   1542m ( 48.2%) | Buf   6.1% | Total  424017 | End: off_track
  [ai-swap] loaded models/episodes/ep_000132.4 | new branch=7 | next=ep_000133.7
Ep ep_000133.7 | Time 0:22.63 | Steps  1122 | Reward   51841.8 | Avg(10)   51841.8 | Dist    111m (  3.5%) | Buf   0.2% | Total  425139 | End: off_track
Ep ep_000134.7 | Time 0:24.11 | Steps  1189 | Reward   55060.2 | Avg(10)   53451.0 | Dist    118m (  3.7%) | Buf   0.5% | Total  426328 | End: off_track
Ep ep_000135.7 | Time 0:34.69 | Steps  1682 | Reward   79644.5 | Avg(10)   62182.2 | Dist    404m ( 12.6%) | Buf   0.8% | Total  428010 | End: off_track
Ep ep_000136.7 | Time 0:20.04 | Steps  1004 | Reward   46024.6 | Avg(10)   58142.8 | Dist     76m (  2.4%) | Buf   1.0% | Total  429014 | End: off_track
Ep ep_000137.7 | Time 0:54.71 | Steps  2683 | Reward  129945.1 | Avg(10)   72503.2 | Dist   1123m ( 35.1%) | Buf   1.5% | Total  431697 | End: off_track
Ep ep_000138.7 | Time 0:55.77 | Steps  2736 | Reward  132604.4 | Avg(10)   82520.1 | Dist   1118m ( 34.9%) | Buf   2.1% | Total  434433 | End: off_track
Ep ep_000139.7 | Time 0:30.38 | Steps  1474 | Reward   69355.6 | Avg(10)   80639.4 | Dist    356m ( 11.1%) | Buf   2.4% | Total  435907 | End: off_track
Ep ep_000140.7 | Time 0:33.39 | Steps  1617 | Reward   73542.5 | Avg(10)   79752.3 | Dist    384m ( 12.0%) | Buf   2.7% | Total  437524 | End: off_track
Ep ep_000141.7 | Time 0:35.77 | Steps  1736 | Reward   80113.4 | Avg(10)   79792.4 | Dist    415m ( 13.0%) | Buf   3.0% | Total  439260 | End: off_track
Ep ep_000142.7 | Time 0:34.95 | Steps  1695 | Reward   78041.2 | Avg(10)   79617.3 | Dist    411m ( 12.8%) | Buf   3.4% | Total  440955 | End: off_track
Ep ep_000143.7 | Time 0:33.75 | Steps  1635 | Reward   76136.0 | Avg(10)   82046.7 | Dist    412m ( 12.9%) | Buf   3.7% | Total  442590 | End: off_track
Ep ep_000144.7 | Time 0:39.53 | Steps  1924 | Reward   91181.8 | Avg(10)   85658.9 | Dist    612m ( 19.1%) | Buf   4.1% | Total  444514 | End: off_track
